_MP_SPACE_REACH;Batalla sobre Reach
TEXT_TOOLTIP_BANSEE;Esta variante sellada al vacío del Is'belox Banshee es el interceptor estándar de la armada Covenant. Los canards están barridos hacia delante, lo que permite una maniobrabilidad superior para los motores de impulso. Los Banshees Elsedda están equipados con dos cañones de plasma anti-caza. Son los cazas más rápidos de la flota del Covenant, superando fácilmente a los cazas humanos. Los Elsedda Banshees suelen desplegarse en enjambres, pilotados por Sangheilli con un celo suicida.
TEXT_TOOLTIP_BASELARD;El caza estelar más prolífico del Comando Espacial de las Naciones Unidas(UNSC) en el siglo XXV. Considerados obsoletos en la época de la Insurrección en la década de 2490, los Baselards son completamente superados por los cazas estelares Covenant. Los Baselard llevan un modesto armamento de cañones giratorios gemelos de 30 mm y misiles M42 Archer.
TEXT_TOOLTIP_BROAD;El Broadsword es un caza multirol equipado con misiles más ligeros en comparación con el Longsword, pero está mejor armado contra cazas.
TEXT_TOOLTIP_BROADSWORD;Los primeros F-41 se desarrollaron ya en 2535 en respuesta a los superiores Seraphs de Covenant. Aunque se produjeron miles durante la guerra, los impresionantes paquetes de mejoras sólo estaban disponibles en la economía de posguerra. Utilizando la gran variedad de naves Covenant capturadas para su estudio, Misriah Armory desarrolló un escudo de plasma lo suficientemente pequeño como para equiparlo en el Broadsword. El reactor de fusión se mejoró para alimentar los nuevos escudos, mientras que el fuselaje recibió un mayor revestimiento de Titanio-A. El F-41E se considera inigualable entre los cazas estelares humanos y es más que capaz de desafiar a las naves del Covenant.
TEXT_TOOLTIP_CERASTES;El principal bombardero del Covenant, el Cerastes comenzó su servicio como un submodelo del Seraph. A diferencia del Seraph, el Cerastes cuenta con un blindaje más fuerte pero es significativamente más lento. Es capaz de una gran destrucción gracias a su capacidad para transportar torpedos de plasma y otras armas devastadoras.
TEXT_TOOLTIP_COV_CAR;La fragata clase CAR es un buque de guerra ligero de escolta de alta velocidad capaz de contener pequeños grupos de ataque de la U.N.S.C.. La CAR está equipada con 7 baterías de combate y 2 baterías antibuque. Aunque es pequeño, está bien blindado, pero no tan bien acorazado.
TEXT_TOOLTIP_COV_CAS;Uno de los mayores buques de guerra de la armada del Covenant, el carguero de asalto con diseño Kerel es una enorme nave de guerra de 5,3 km de eslora. El patrón de su casco comparte rasgos con los diseños Ket y Varrick, al tiempo que adopta una proa bulbosa única. Los Cargueros de Asalto Kerel cuentan con las armas más potentes, con un enorme arsenal de lanzas de plasma pesadas, cañones de plasma y muchos láseres de pulso. Estas naves están reservadas únicamente a los comandantes Sangheili y Jilrahane más condecorados, e infunden temor a todos los que se oponen a los Jerarcas.
TEXT_TOOLTIP_COV_CCS;El crucero de batalla modelo Ket es la columna vertebral de la Armada del Covenant, y sustituye a los obsoletos cruceros Maugen. El Ket comparte el mismo estilo básico de casco que los cruceros Zanar más pequeños, pero mejorado significativamente. El patrón Ket se ha convertido en el diseño omnipresente de cualquier nave capital de la flota, sirviendo en una amplia gama de roles, desde acorazado, ocupación planetaria, hasta acristalamiento. Estas naves logran un delicado equilibrio entre armamento, blindaje y velocidad, y son más que capaces de aniquilar naves de guerra humanas de igual tonelaje.
TEXT_TOOLTIP_COV_CPV;"Común en las flotas del Covenant, el Sinaris es un destructor fuertemente armado. Estas naves, que forman parte de la categoría de naves ""ejecutoras"", suelen estar tripuladas por desleales o revoltosos a los que aún se considera con potencial de redención. Estas naves suelen emplearse en maniobras muy agresivas, y sacrifican la durabilidad y los escudos más resistentes para dar prioridad a la potencia de las armas. Están equipadas con una gran variedad de cañones de plasma pesados, láseres de pulso y un rayo de excavación para operaciones de acristalamiento."
TEXT_TOOLTIP_COV_CRS;Aunque la humanidad lo considera un crucero ligero, el Zanar sirve al Covenant como cúter, y originalmente se utilizaba para hacer cumplir los decretos de guerra en el espacio Covenant. A medida que la guerra con la humanidad se prolongó, más cruceros de tipo Zanar fueron retirados de sus funciones y colocados en funciones de combate específicas. Los cruceros de tipo Zanar son menos especializados que los cruceros más grandes y están equipados para una variedad de funciones, desde escoltar naves más grandes hasta patrullas independientes.
TEXT_TOOLTIP_COV_CSO;Una nave de mando de extraordinaria magnitud, el supercarguero Sh'wada se considera la nave más grande y poderosa conocida por la civilización. Con una silueta casi idéntica a la de los cargueros Kerel, el Sh'wada ha aumentado su tamaño hasta alcanzar la colosal longitud de 29 kilómetros. Sólo se han construido unos pocos, y su función principal es el mando de flotas y la invasión de planetas. Los Supercargueros están equipados con cientos de sistemas de armamento, desde los más pequeños láseres de pulso hasta las enormes lanzas de plasma que sólo se encuentran en naves tan enormes. Los sh'wada son capaces de combatir contra grupos de combate enteros sin ayuda, y sin duda superan a cualquier nave humana.
TEXT_TOOLTIP_COV_DDS;El modelo Ruma, de 3.000 metros de eslora, es menos común pero más especializado que los grandes cargueros de asalto. El papel principal de estas naves es el apoyo a la flota, así como el transporte para operaciones en las que se requiere una invasión terrestre. El casco de la nave está notablemente blindado para los estándares del Covenant, con algunas partes del casco con un blindaje de hasta 30 metros de grosor. A pesar de su gran tamaño, está modestamente armada con una serie de cañones de plasma ligeros y láseres de pulso.
TEXT_TOOLTIP_COV_DDS_HOLD;Escuadrones Seraph: 4/20. Escuadrones Ceresates: 3/12.
TEXT_TOOLTIP_COV_ORS;Los cruceros de batalla Varric son considerablemente más poderosos que cualquier otro modelo de crucero de la flota del Covenant. Encargados por primera vez durante los Años de Sangre del Covenant, cada Varric se considera un símbolo de honor ancestral.
TEXT_TOOLTIP_COV_RCS;El modelo Maugen es un crucero acorazado que solía ser la columna vertebral de las flotas del Covenant, supuestamente en servicio desde los primeros viajes oceánicos de larga distancia de la Humanidad. La mayoría de esta clase ha sido desguazada debido a su antigüedad, y las naves restantes se han destinado a flotas de reserva. Sigue siendo potente en comparación con sus contemporáneos humanos, pero es mucho más vulnerable a los daños debido a su blindaje arcaico.
TEXT_TOOLTIP_COV_SDV;"Ensamblada en masa por los Maestros Forjadores de Tanus y la Bóveda de Ensamblaje de Gorgonas, la Ceudar es la principal corbeta de la armada del Covenant. El conjunto de ""doble casco"" es bastante único entre los diseños Covenant, ya que el casco exterior alberga conductos de energía que alimentan el reactor principal. Los láseres de pulso de las Ceudars pueden proteger eficazmente contra cazas estelares enemigos, al tiempo que son capaces de enfrentarse a naves capitales más grandes gracias a sus cañones de plasma pesados."
TEXT_TOOLTIP_HALBERD;El destructor más común de la Armada UNSC, la clase Halberd se introdujo después de 2500 para combatir las naves CMA robadas por los Insurrecionistas. Puesta apresuradamente en primera línea contra la embestida del Covenant, es la clase de destructor más producida en serie de la armada. Aunque no puede resistir el fuego de plasma sostenido, es una nave de guerra rápida y está bien armada para su tamaño.
TEXT_TOOLTIP_HALCYON;La clase Halcyon fue diseñada y construida por primera vez en 2510 por los astilleros Reyes-McLees de Marte. Los Halcyons tuvieron una vida útil notablemente corta debido a una serie de problemas
TEXT_TOOLTIP_INFINITY;La clase Infinity fue concebida originalmente como un bote salvavidas para la humanidad en caso de que la Tierra cayera ante el Covenant. La construcción comenzó en 2544 y la nave líder de la clase UNSC Infinity estaba equipada con todas las formas utilizables de tecnología Covenant y Forerunner que estaban disponibles. La Infinity cuenta con 5 metros del revestimiento de titanio-A3 más grueso y el primer sistema de escudo de energía alimentado por un prototipo de sistema de reactor Forerunner. El armamento supera al de cualquier buque de guerra anterior con 4 prototipos de cañones MAC y miles de misiles Archer y baterías de cañones. Considerada la cumbre de los logros humanos, la clase Infinity marca una nueva era en el avance tecnológico humano.
TEXT_TOOLTIP_IROQUOIS;"El UNSC Iroquois es una variante del destructor de clase Halberd, famoso por su exitoso uso de la maniobra ""Keyes Loop"" contra las fuerzas del Covenant en Sigma Octanus IV."
TEXT_TOOLTIP_LONGSWORD;El Longsword es el principal caza de ataque de la UNSC. El diseño de la nave es el de un ala voladora, lo que le permite volar en la atmósfera gracias a su aerodinámica. Aunque carece de escudos, como casi todos los vehículos UNSC, está sorprendentemente bien blindado con una gruesa chapa de Titanio-A. Sacrifica velocidad en comparación con sus homólogos del Covenant, pero está equipado con numerosas armas, desde cañones giratorios de alto calibre hasta armas nucleares devastadoras. Gracias a su variada carga útil, es capaz de desempeñar diversas funciones, desde caza de uso general hasta bombardero cuando es necesario.
TEXT_TOOLTIP_LONGSWORD_SQUAD;El Longsword es el principal caza de ataque de la UNSC. El diseño de la nave es el de un ala voladora, lo que le permite volar en la atmósfera gracias a su aerodinámica. Aunque carece de escudos, como casi todos los vehículos UNSC, está sorprendentemente bien blindado con una gruesa chapa de Titanio-A. Sacrifica velocidad en comparación con sus homólogos del Covenant, pero está equipado con numerosas armas, desde cañones giratorios de alto calibre hasta armas nucleares devastadoras. Gracias a su variada carga útil, es capaz de desempeñar diversas funciones, desde caza de uso general hasta bombardero cuando es necesario.
TEXT_TOOLTIP_MAKO;El Mako, uno de los buques de guerra más pequeños de la Armada del UNSC, tiene más de 150 años. A pesar de su escasez de armamento y de su antigüedad, sus tripulaciones lo siguen apreciando. Durante la guerra, los Makos fueron relegados a patrullas de segunda línea hasta que fueron sustituidos por naves más modernas. Está ligeramente armado con torretas y algunas cápsulas de misiles Archer.
TEXT_TOOLTIP_MARATHON_CLASS;La columna vertebral de la flota de la UNSC, los cruceros Marathon son los sucesores de la envejecida clase Halcyon. Las naves están equipadas con motores sub-ligeros significativamente más potentes, pero conservan el esquema de blindaje increíblemente duradero. También estaban mucho más armados que cualquier diseño de crucero anterior, con docenas de vainas de misiles arqueros, torretas de cañones de alto calibre y dos MAC de alto grado. Los Marathon lucharon valientemente desde el Asedio de las Colonias Exteriores hasta la Batalla de la Tierra, aunque casi todas las unidades de esta clase fueron destruidas durante la guerra.
TEXT_TOOLTIP_PARIS;Construida por SinoViet Heavy Engineering, la fragata París fue diseñada con un mayor énfasis en el combate entre naves. Superior a la anterior Stalwart en armamento, la Paris también contaba con potentes motores que la hacían increíblemente maniobrable. La clase ha servido con distinción en casi todas las batallas importantes, y sigue sirviendo bien en la flota UNSC de posguerra. Se utiliza mejor en manadas de lobos para contrarrestar naves Covenant tecnológicamente superiores.
TEXT_TOOLTIP_POA;El Pillar of Autumn fue el crucero Halcyon más exitoso. Construido según las especificaciones originales de los Astilleros Reyes-McLees, recibió una remodelación espectacular cerca del final de la guerra en Reach en anticipación de la Operación: BANDERA ROJA. Contaba con un impresionante reactor de fusión con dos reactores secundarios capaces de aumentar la potencia del motor al 300%. También recibió un armamento sustancialmente más pesado diseñado para el combate directo con las naves capitales Covenant. Una nave impresionante con una vida útil decorada.
TEXT_TOOLTIP_SABRE;El caza de clase Sabre es un caza versátil y rápido destinado a funciones de interceptor. Aunque no está bien blindado, lo compensa con su potencia de fuego, con 2 cañones y 1 cápsula de cohetes.
TEXT_TOOLTIP_SERAPH;"Los Seraph de Morsam son mucho más rápidos y están mejor blindados que los antiguos Tarrasque, aunque sacrifican niveles significativos de protección de blindaje para conseguirlo. El Serafín presenta un elegante casco en forma de lágrima con ""colas"" que ayudan en la propulsión del escape. Estas naves se han convertido en los principales cazas de ataque del Covenant y son capaces de realizar una amplia variedad de misiones, desde combates aéreos hasta misiones de bombardeo."
TEXT_TOOLTIP_SHORTSWORD;Similar en diseño al Longsword, el B-65 Shortsword es otro producto de Misriah Armory. Bastante lento en comparación con los cazas del UNSC, el Shortsword está especializado en su papel de bombardero. Dispone de cañones de 30 mm para autodefensa y de una carga pesada que incluye bombas de racimo, armas criogénicas y mortíferas armas nucleares.
TEXT_TOOLTIP_SOF;Puesta en servicio por primera vez en la década de 2360, la pionera clase Phoenix era originalmente naves colonia, utilizadas en viajes de larga distancia para colonizar mundos inexplorados. A medida que aumentaban las tensiones en las colonias exteriores, varias naves fueron confiscadas por el UNSC y convertidas en naves de guerra. Se soldó blindaje adicional a las extremidades de las naves y se eliminaron las comodidades coloniales para sustituirlas por vainas de misiles y baterías de cañones. Aunque todavía superadas por las naves de guerra del Covenant, las naves de la clase Phoenix siguen siendo naves de apoyo capaces y equipadas con instalaciones para reparar naves.
TEXT_TOOLTIP_STALWART;Las fragatas ligeras de clase Stalwart fueron utilizadas originalmente por la Autoridad Militar Colonial para combatir a los piratas. Las fragatas Stalwart son lo suficientemente rápidas para tareas de escolta y se utilizan principalmente como un robusto apoyo anti-caza. Aunque con poca potencia y escaso blindaje, las Stalwarts eran baratas de producir y su perfil de diseño se convirtió en la base de las siguientes clases de fragatas.
TEXT_TOOLTIP_STRIDENT;La primera línea de diseños de fragatas de posguerra, los Stridents, se introdujeron durante una época de gran inestabilidad. El diseño enfatizaba el retorno a la pacificación y el mantenimiento de la paz, especialmente en las devastadas colonias exteriores. Los Stridents son algunos de los diseños de naves blindadas más comunes de la UNSC.
TEXT_TOOLTIP_TARASQUE;"El Keljiric-patrón Tarrasque es un caza estelar pesado utilizado por el Covenant durante siglos. Era el principal enviado de las flotas de ""conversión"" y a menudo se empleaba como primera línea de ataque contra las especies herejes que cuestionaban la voluntad de los Profetas. Su durabilidad garantizó su larga vida útil, aunque está obsoleta en comparación con las naves más modernas. Está armado con 2 cañones de plasma anti-caza."
TEXT_TOOLTIP_UNSC_FLEET_COMMANDER;Nave de combate principal de un comandante de alto rango. Aumenta un 5% la salud y el daño con un aumento del 10% de la velocidad. Pila de bonificación. Construcción máxima de 3.
TEXT_TOOLTIP_UNSC_GLADIUS;Clase de corbeta principal de la UNSC desarrollada a partir del diseño del casco de la nave de exploración Carl Sagan. Su versátil casco está equipado con potentes sensores útiles para rastrear cazas enemigos. La clase Gladius está sustancialmente superada en armamento incluso por las corbetas Covenant y, como tal, se utiliza mejor en tareas anti cazas. Sin embargo, está mucho mejor armada que la obsoleta Makos.
TEXT_TOOLTIP_UNSC_MUSASHI;Aunque la doctrina naval del UNSC negaba históricamente el combate con cazas, los enjambres de cazas del Covenant obligaron al NAVCOM a explorar opciones de cargueros específicos. La clase Musashi se desarrolló con una gran parte del casco dedicada a hangares y misiles Archer para bombardeos de largo alcance. El casco presentaba una protección débil incluso para los estándares de la UNSC y era especialmente vulnerable al armamento de plasma Covenant. Es capaz de desplegar varios escuadrones de cazas y bombarderos nucleares.
TEXT_TOOLTIP_UNSC_POSEIDON;La clase Poseidón se desarrolló como un carguero especializado más pequeño y maniobrable que los antiguos Musashis. El diseño incluye un complemento de cazas y bombarderos. Sin embargo, como carguero dedicado, está ligeramente armado, principalmente con cañones de defensa puntual y pocas cápsulas de misiles.
TEXT_TOOLTIP_VINDICATION;La clase Vindicación es un acorazado construido inmediatamente después de la Guerra entre Humanos y Gobernantes. Se diseñaron para cubrir la brecha entre los enormes supercargueros y cruceros, al tiempo que poseían suficiente potencia de fuego para enfrentarse a los grandes cargueros del Covenant. El Vindication incorpora todos los avances tecnológicos de los años de posguerra, en especial escudos de energía. El Vindication es lento pero está bien blindado y armado.
TEXT_UNIT_COVN_BANSEE;Patrón-Elsedda Banshee
TEXT_UNIT_COVN_CAR;Fragata clase CAR
TEXT_UNIT_COVN_CAS;Nave Captial Clase CAS
TEXT_UNIT_COVN_CCS;Crucero de Batalla Clase CCS
TEXT_UNIT_COVN_CERASTES;Bombardero clase Cerastes
TEXT_UNIT_COVN_CPV;Destructor Clase CPV
TEXT_UNIT_COVN_CRS;Crucero clase CRS
TEXT_UNIT_COVN_CSO;Supercarguero clase CSO
TEXT_UNIT_COVN_DDS;Carguero Pesado Clase DDS
TEXT_UNIT_COVN_ORS;Crucero Pesado clase ORS
TEXT_UNIT_COVN_RCS;Crucero Clase RCS
TEXT_UNIT_COVN_SDV;Corbeta Clase SDV
TEXT_UNIT_COVN_SERAPH;Caza de Clase Seraph Avanzada
TEXT_UNIT_COVN_TARASQUE;Caza Clase Tarasca
TEXT_UNIT_LONGSWORD;Bombardero Longsword
TEXT_UNIT_UNSC_AUTUMN;Clase Autumn
TEXT_UNIT_UNSC_BASELARD;Caza de clase Baselard
TEXT_UNIT_UNSC_BROADSWORD;Caza Broadsword
TEXT_UNIT_UNSC_HALCYON;Clase Halcyon
TEXT_UNIT_UNSC_INFINITY;La Infinity
TEXT_UNIT_UNSC_LONGSWORD;Bombardero Longsword
TEXT_UNIT_UNSC_MARATHON;Crucero pesado clase Marathon
TEXT_UNIT_UNSC_POA;Pillar of Autumn
TEXT_UNIT_UNSC_SABRE;Caza de clase Sabre
TEXT_UNIT_UNSC_SHORTSWORD;Bombardero de clase Shortsword UNSC
TEXT_UNIT_UNSC_SOF;The Spirit Of Fire
TEXT_UNSC_BROAD;Caza Broadsword
TEXT_UNSC_BROAD_SQUADRON;Escuadrón Broadsword
TEXT_UNSC_GLADIUS;Corbeta Pesada clase Gladius
TEXT_UNSC_HALBERD;Destructor clase Halberd
TEXT_UNSC_IROQUOIS;UNSC Iroquois
TEXT_UNSC_MAKO;Corbeta clase Mako
TEXT_UNSC_MUSASHI;Carguero clase Musashi
TEXT_UNSC_PARIS;Fragata Pesada clase París
TEXT_UNSC_POA;El Pillar of Autumn
TEXT_UNSC_POSEIDON;Carguero ligero de clase Poseidón
TEXT_UNSC_STALWART;Fragata ligera clase Stalwart
TEXT_UNSC_STRIDENT;Fragata pesada clase Strident
TEXT_UNSC_TECH_2;U.N.S.C. Tecnología Mejorada 2
TEXT_UNSC_TECH_3;U.N.S.C. Tecnología Mejorada 3
TEXT_UNSC_TECH_4;U.N.S.C. Tecnología Mejorada 4
TEXT_UNSC_TECH_5;U.N.S.C. Tecnología Mejorada 5
TEXT_UNSC_VINDICATION;Crucero de Batalla Ligero Vindication
TEXT_UPGRADE_ES_ENHANCED_SHIELDING_L1;Potencia de escudo mejorada Nivel 1
TEXT_UPGRADE_ES_INCREASED_SUPPLIES_L3;Aumento de la eficiencia minera Nivel 3
TEXT_UPGRADE_ES_INCREASED_SUPPLIES_L4;Aumento de la eficiencia minera Nivel 4
TEXT_UPGRADE_RS_INCREASED_SUPPLIES_L3;Aumento de la eficiencia minera Nivel 3
TEXT_UPGRADE_RS_INCREASED_SUPPLIES_L4;Aumento de la eficiencia minera Nivel 4
TEXT_UPGRADE_RS_PROTECTION_UPGRADE;Plan de protección del transporte
TEXT_UPGRADE_SELF_DESTRUCT;Autodestrucción de la estación
TEXT_UPGRADE_SELF_DESTRUCT_ENC;"Sé un cobarde y termina el juego antes de tiempo, porque eres malo. De todos modos, construir esto hará estallar tu estación una vez que la ""mejora"" esté terminada."
TEXT_UPGRADE_TOOLTIP_ES_ENHANCED_SHIELDING_L1;La mejora de escudos equipa a todos los cazas y bombarderos con escudos más modernos, que aumentan los escudos un 20% pero reducen la potencia de las armas un 5%.
TEXT_UPGRADE_TOOLTIP_ES_ENHANCED_SHIELDING_L2;La mejora de escudos de nivel 2 equipa a todos los cazas, bombarderos y corbetas con los escudos de más alta tecnología, aumentando los escudos un 40% pero disminuyendo la potencia de las armas un 15%.
TEXT_UPGRADE_TOOLTIP_ES_INCREASED_SUPPLIES_L3;Aumenta los ingresos por créditos de la Instalación Forunner en un 80% más 125 cR/sec. adicionales. Sin embargo, aumenta el tiempo para obtener créditos en un 15%.
TEXT_UPGRADE_TOOLTIP_ES_INCREASED_SUPPLIES_L4;Aumenta los Ingresos de Créditos de la Instalación Forunner en un 150% más 200 cR/sec. adicionales. Pero aumenta el tiempo para obtener créditos en un 20%.
TEXT_UPGRADE_TOOLTIP_RS_INCREASED_SUPPLIES_L3;Aumenta los Ingresos de Créditos de la Instalación Forunner en un 40% más 60 cR/sec. adicionales. Y reduce el tiempo de obtención de créditos en un 10%.
TEXT_UPGRADE_TOOLTIP_RS_INCREASED_SUPPLIES_L4;Aumenta los Ingresos de Créditos de la Instalación Forunner en un 65% más 100 cR/sec. adicionales. Y reduce el tiempo para ganar créditos en un 20%.
TEXT_UPGRADE_TOOLTIP_RS_PROTECTION_UPGRADE;El plan de protección del transporte equipa al transporte de la instalación minera con una corbeta como protección. Cuando la mejora está activa, el transporte no puede ser destruido a menos que la corbeta proporcionada sea destruida. Este plan debe volver a comprarse cuando la corbeta muere.
TEXT_WEAPON_ARCHERPOD_25;2 5x Lanzador de cápsulas Archer
TEXT_WEAPON_ARCHERPOD_6;6x Lanzador de cápsulas Archer
TEXT_WEAPON_CANON_33;Batería Spitfire MK33
TEXT_WEAPON_COV_AF;Batería de Plasma Anti Caza
TEXT_WEAPON_MAC_3;3 Cañones de disparo Mac
UNSC_ARCHER_POD_2_5;2 - 5x Cápsulas Archers
UNSC_ARCHER_POD_5;5x Cápsulas Archers
UNSC_ARCHER_TURRET;10x Torreta de cápsulas Archers
UNSC_LAR_TURRET;Torreta 11A2R1
UNSC_M33_TURRET;Cañón M33
UNSC_M55_TURRET;Torreta de bobinas M55
UNSC_MAC_CANNON;MAC
UNSC_MK33_TURRET;Torreta MK33
UNSC_MK44_TURRET;Torreta MK44
UNSC_WATER_TURRET;Cañón Breakwater
